,logick_number,open,close,run_date
667,165,267.679993,269.5,2018-05-09
668,156,270.339996,272.019989,2018-05-10
669,373,273.339996,272.980011,2018-05-14
670,291,271.589996,271.100006,2018-05-15
671,235,271.140015,272.23999,2018-05-16
672,225,271.940002,272.01001,2018-05-17
673,226,273.01001,273.369995,2018-05-21
674,364,273.959991,272.609985,2018-05-22
675,455,271.170013,273.359985,2018-05-23
676,566,272.910004,272.799988,2018-05-24
677,320,270.309998,269.019989,2018-05-29
678,236,270.5,272.609985,2018-05-30
679,213,272.149994,270.940002,2018-05-31
680,216,274.529999,274.899994,2018-06-04
681,188,275.049988,275.100006,2018-06-05
682,217,275.790009,277.399994,2018-06-06
683,316,277.950012,277.369995,2018-06-07
684,465,278.440002,278.559998,2018-06-11
685,563,279.029999,278.920013,2018-06-12
686,568,279.190002,278.029999,2018-06-13
687,524,279.01001,278.730011,2018-06-14
688,434,275.48999,276.559998,2018-06-18
689,414,274.0,275.5,2018-06-19
690,475,276.269989,275.970001,2018-06-20
691,604,275.959991,274.23999,2018-06-21
692,798,273.440002,271.0,2018-06-25
693,752,271.640015,271.600006,2018-06-26
694,815,272.26001,269.350006,2018-06-27
695,596,269.290009,270.890015,2018-06-28
696,243,269.51001,271.859985,2018-07-02
697,126,272.170013,273.109985,2018-07-05
698,200,276.549988,277.899994,2018-07-09
699,414,278.410004,278.899994,2018-07-10
700,557,277.149994,276.859985,2018-07-11
701,524,278.279999,279.369995,2018-07-12
702,550,279.640015,279.339996,2018-07-16
703,468,278.470001,280.470001,2018-07-17
704,310,280.559998,281.059998,2018-07-18
705,356,280.309998,280.0,2018-07-19
706,619,279.450012,280.200012,2018-07-23
707,614,281.790009,281.609985,2018-07-24
708,391,281.329987,284.01001,2018-07-25
709,502,283.200012,283.339996,2018-07-26
710,659,281.51001,279.950012,2018-07-30
711,371,280.809998,281.329987,2018-07-31
712,285,281.559998,280.859985,2018-08-01
713,286,279.390015,282.390015,2018-08-02
714,273,283.640015,284.640015,2018-08-06
715,308,285.390015,285.579987,2018-08-07
716,330,285.390015,285.459991,2018-08-08
717,440,285.529999,285.070007,2018-08-09
718,398,283.470001,282.100006,2018-08-13
719,386,282.920013,283.899994,2018-08-14
720,396,282.380005,281.779999,2018-08-15
721,247,283.399994,284.059998,2018-08-16
722,149,285.570007,285.670013,2018-08-20
723,191,286.25,286.339996,2018-08-21
724,284,285.880005,286.170013,2018-08-22
725,295,285.970001,285.790009,2018-08-23
726,428,288.859985,289.779999,2018-08-27
727,406,290.299988,289.920013,2018-08-28
728,419,290.160004,291.480011,2018-08-29
729,442,290.940002,290.299988,2018-08-30
730,623,289.839996,289.809998,2018-09-04
731,691,289.410004,289.029999,2018-09-05
732,734,289.149994,288.160004,2018-09-06
733,508,288.73999,288.100006,2018-09-10
734,474,287.369995,289.049988,2018-09-11
735,488,289.059998,289.119995,2018-09-12
736,396,290.320007,290.829987,2018-09-13
737,531,290.820007,289.339996,2018-09-17
738,616,289.579987,290.910004,2018-09-18
739,431,290.970001,291.220001,2018-09-19
740,380,292.640015,293.579987,2018-09-20
741,569,291.339996,291.019989,2018-09-24
742,578,291.529999,290.75,2018-09-25
743,617,290.910004,289.880005,2018-09-26
744,424,290.410004,290.690002,2018-09-27
745,690,292.109985,291.730011,2018-10-01
746,574,291.559998,291.559998,2018-10-02
747,596,292.73999,291.720001,2018-10-03
748,889,291.179993,289.440002,2018-10-04
749,725,287.049988,287.820007,2018-10-08
750,736,287.390015,287.399994,2018-10-09
751,999,286.829987,278.299988,2018-10-10
752,705,277.079987,272.170013,2018-10-11
753,73,275.549988,274.399994,2018-10-15
754,71,276.600006,280.399994,2018-10-16
755,155,280.440002,280.450012,2018-10-17
756,414,279.399994,276.399994,2018-10-18
757,417,277.0,275.01001,2018-10-22
758,518,270.950012,273.609985,2018-10-23
759,416,273.329987,265.320007,2018-10-24
760,263,267.380005,270.079987,2018-10-25
761,145,268.799988,263.859985,2018-10-29
762,87,263.670013,267.769989,2018-10-30
763,87,270.649994,270.630005,2018-10-31
764,97,271.600006,273.51001,2018-11-01
765,98,272.44,273.61,2018-11-05
766,51,273.31,275.38,2018-11-06
767,84,277.56,281.25,2018-11-07
768,132,280.14,280.16,2018-11-08
769,471,277.15,272.85,2018-11-12
770,433,273.06,272.61,2018-11-13
771,287,274.14,269.93,2018-11-14
772,193,268.78,273.07,2018-11-15
773,402,273.05,269.59,2018-11-19
774,323,265.39,263.69,2018-11-20
775,170,265.86,265.02,2018-11-22
776,120,265.78,266.43,2018-11-26
777,71,266.34,268.68,2018-11-27
778,66,269.6,274.14,2018-11-28
779,68,273.71,274.23,2018-11-29
780,147,280.26,279.17,2018-12-03
781,147,278.37,270.26,2018-12-04
782,377,265.92,269.84,2018-12-06
783,269,263.37,264.45,2018-12-10
784,150,267.66,263.15,2018-12-11
785,142,267.47,265.31,2018-12-12
786,224,266.51,264.9,2018-12-13
787,451,259.43,255.7,2018-12-17
788,349,257.19,253.45,2018-12-18
789,309,255.17,250.64,2018-12-19
790,286,249.86,249.02,2018-12-20
791,36,235.97,245.99,2018-12-26
792,20,242.57,248.17,2018-12-27
793,76,245.98,248.0,2019-01-02
794,34,248.26,244.27,2019-01-03
795,38,252.69,254.56,2019-01-07
796,46,256.82,256.27,2019-01-08
797,53,257.55,257.28,2019-01-09
798,70,256.3,258.83,2019-01-10
799,111,256.89,257.48,2019-01-14
800,77,257.82,259.86,2019-01-15
801,94,260.83,260.85,2019-01-16
802,79,260.01,263.13,2019-01-17
803,106,264.98,266.42,2019-01-21
804,239,264.84,262.83,2019-01-22
805,169,264.01,263.1,2019-01-23
806,116,263.21,263.0301,2019-01-24
807,168,263.39,263.53,2019-01-28
808,113,263.9,264.45,2019-01-29
809,92,265.1,267.87,2019-01-30
810,76,267.51,270.95,2019-01-31
811,86,270.11,271.66,2019-02-04
812,129,272.47,272.83,2019-02-05
813,221,272.79,272.5,2019-02-06
814,258,270.94,270.0,2019-02-07
815,103,271.2,270.58,2019-02-11
816,124,272.42,274.17,2019-02-12
817,134,275.03,274.7,2019-02-13
818,110,273.78,274.1,2019-02-14
819,140,276.36,277.37,2019-02-18
820,123,276.49,277.69,2019-02-19
821,251,277.81,278.56,2019-02-20
822,159,277.73,277.36,2019-02-21
823,246,280.73,279.51,2019-02-25
824,362,279.09,278.85,2019-02-26
825,365,278.55,279.5,2019-02-27
826,339,278.96,279.005,2019-02-28
827,400,281.6,279.15,2019-03-04
828,554,279.55,278.89,2019-03-05
829,742,279.15,277.29,2019-03-06
830,689,276.83,275.15,2019-03-07
831,105,275.26,278.78,2019-03-11
832,119,279.04,279.62,2019-03-12
833,150,280.48,281.76,2019-03-13
834,183,281.37,281.1,2019-03-14
835,207,281.55,282.68,2019-03-18
836,317,283.51,282.18,2019-03-19
837,208,282.17,280.95,2019-03-20
838,265,280.63,284.59,2019-03-21
839,258,278.88,279.47,2019-03-25
840,231,280.99,281.14,2019-03-26
841,263,281.11,279.52,2019-03-27
842,172,280.35,280.94,2019-03-28
843,165,284.71,285.82,2019-04-01
844,190,286.04,285.49,2019-04-02
845,185,287.32,286.75,2019-04-03
846,173,286.78,287.23,2019-04-04
847,289,288.1,288.78,2019-04-08
848,270,287.72,287.19,2019-04-09
849,213,287.77,288.51,2019-04-10
